nom,total,libres,occupation_pct,heure,jour_semaine,minute
Clemenceau,379,210,44.59,13,1,11
Meunier - Saint Jean,323,116,64.09,13,1,11
Bonnac,163,0,100.0,13,1,11
Bastide Niel,248,0,100.0,13,1,11
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,11
Grand Parc,341,127,62.76,13,1,11
Parc Relais Quarante Journaux,200,185,7.5,13,1,11
Gare Parempuyre,151,0,100.0,13,1,11
Parc Relais Cantinolle,620,534,13.87,13,1,11
Parc Relais De L'Hippodrome,250,59,76.4,13,1,11
Centre Commercant Ginko,930,802,13.76,13,1,11
Parc Relais La Gardette Nord,242,67,72.31,13,1,11
Parc Relais Gare De Begles,193,193,0.0,13,1,11
Begles Les Secheries,400,236,41.0,13,1,11
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,11
Victor Hugo,634,255,59.78,13,1,11
Victoire,466,242,48.07,13,1,11
Tourny,950,221,76.74,13,1,11
Front Du Medoc,70,70,0.0,13,1,11
Centre Commercial Meriadeck,1230,757,38.46,13,1,11
Huit Mai 45,399,103,74.19,13,1,11
Gambetta,438,46,89.5,13,1,11
Capucins,270,0,100.0,13,1,11
Camille Jullian,338,195,42.31,13,1,11
Republique,361,110,69.53,13,1,11
Grands Hommes,415,154,62.89,13,1,11
Bourse - Jaures,1300,774,40.46,13,1,11
Salinieres,400,98,75.5,13,1,11
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,11
Leroy,137,0,100.0,13,1,11
Rue De Begles,63,0,100.0,13,1,11
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,11
Parc Relais Ravezies Le Bouscat,366,44,87.98,13,1,11
Liberation,137,34,75.18,13,1,11
Laharpe,80,12,85.0,13,1,11
Parc Relais Gare De Bruges ,57,46,19.3,13,1,11
Parc Relais Floirac Dravemont,52,52,0.0,13,1,11
Floirac Arena,962,948,1.46,13,1,11
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,11
Parc Relais La Gardette Sud,151,107,29.14,13,1,11
Parc Relais Lauriers,149,66,55.7,13,1,11
Parc Relais Buttiniere,600,0,100.0,13,1,11
Aeroport P0 Confort,341,0,100.0,13,1,11
Aeroport Pr Express,108,0,100.0,13,1,11
Parc Relais Arlac,393,385,2.04,13,1,11
Parc Relais Quatre Chemins,396,217,45.2,13,1,11
Aeroport P4 Longue Duree,3427,0,100.0,13,1,11
Aeroport P2 Flexi,3377,0,100.0,13,1,11
Aeroport P1 Proxi,375,0,100.0,13,1,11
Pessac Centre,400,249,37.75,13,1,11
Parc Relais Bougnard,168,168,0.0,13,1,11
Parc Relais Unitec,218,0,100.0,13,1,11
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,11
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,11
Talence 7e Art,321,0,100.0,13,1,11
Parc Relais Cap Metiers,146,132,9.59,13,1,11
Ars - Belcier,225,133,40.89,13,1,11
Bordeaux Bastide,158,0,100.0,13,1,11
Parc Relais Les Pins,220,199,9.55,13,1,11
Parc Relais Villenave Pyrenees,399,161,59.65,13,1,11
Gare Blanquefort,151,0,100.0,13,1,11
Cite Mondiale,842,219,73.99,13,1,11
Gare Saint Jean,267,11,95.88,13,1,11
Porte De Bordeaux,344,90,73.84,13,1,11
Megarama,526,0,100.0,13,1,11
Allees De Chartres,415,47,88.67,13,1,11
Parc Relais Stalingrad,120,0,100.0,13,1,11
Parc Relais Galin,279,0,100.0,13,1,11
Bergonie,69,42,39.13,13,1,11
Beaujon,92,16,82.61,13,1,11
Paludate - Saint Jean,566,129,77.21,13,1,11
Parc Relais Les Aubiers,234,232,0.85,13,1,11
Croix De Seguey,51,0,100.0,13,1,11
Lhote,111,0,100.0,13,1,11
Alsace Lorraine,122,0,100.0,13,1,11
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,11
Les Bassins,274,129,52.92,13,1,11
Pey Berland - Saint Christoly,399,91,77.19,13,1,11
Bassins A Flots,250,133,46.8,13,1,11
Brienne,300,170,43.33,13,1,11
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,11
Merignac Centre,285,204,28.42,13,1,11
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,11
Amedee St Germain,639,252,60.56,13,1,11
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,11
Parking Brazza Yespark,444,0,100.0,13,1,11
Belvedere,400,348,13.0,13,1,11
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,11
Saint Jean Armagnac,496,0,100.0,13,1,11
Amplitude,396,146,63.13,13,1,11
Parc Relais Brandenburg,211,0,100.0,13,1,13
Bord'Eau Village,540,255,52.78,13,1,13
Clemenceau,379,210,44.59,13,1,13
Meunier - Saint Jean,323,116,64.09,13,1,13
Bonnac,163,0,100.0,13,1,13
Bastide Niel,248,0,100.0,13,1,13
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,13
Grand Parc,341,127,62.76,13,1,13
Parc Relais Quarante Journaux,200,185,7.5,13,1,13
Gare Parempuyre,151,0,100.0,13,1,13
Parc Relais Cantinolle,620,534,13.87,13,1,13
Parc Relais De L'Hippodrome,250,59,76.4,13,1,13
Centre Commercant Ginko,930,802,13.76,13,1,13
Parc Relais La Gardette Nord,242,67,72.31,13,1,13
Parc Relais Gare De Begles,193,193,0.0,13,1,13
Begles Les Secheries,400,236,41.0,13,1,13
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,13
Victor Hugo,634,255,59.78,13,1,13
Victoire,466,242,48.07,13,1,13
Tourny,950,221,76.74,13,1,13
Front Du Medoc,70,70,0.0,13,1,13
Centre Commercial Meriadeck,1230,757,38.46,13,1,13
Huit Mai 45,399,103,74.19,13,1,13
Gambetta,438,46,89.5,13,1,13
Capucins,270,0,100.0,13,1,13
Camille Jullian,338,195,42.31,13,1,13
Republique,361,110,69.53,13,1,13
Grands Hommes,415,154,62.89,13,1,13
Bourse - Jaures,1300,774,40.46,13,1,13
Salinieres,400,98,75.5,13,1,13
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,13
Leroy,137,0,100.0,13,1,13
Rue De Begles,63,0,100.0,13,1,13
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,13
Parc Relais Ravezies Le Bouscat,366,44,87.98,13,1,13
Liberation,137,34,75.18,13,1,13
Laharpe,80,12,85.0,13,1,13
Parc Relais Gare De Bruges ,57,46,19.3,13,1,13
Parc Relais Floirac Dravemont,52,52,0.0,13,1,13
Floirac Arena,962,948,1.46,13,1,13
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,13
Parc Relais La Gardette Sud,151,107,29.14,13,1,13
Parc Relais Lauriers,149,66,55.7,13,1,13
Parc Relais Buttiniere,600,0,100.0,13,1,13
Aeroport P0 Confort,341,0,100.0,13,1,13
Aeroport Pr Express,108,0,100.0,13,1,13
Parc Relais Arlac,393,385,2.04,13,1,13
Parc Relais Quatre Chemins,396,217,45.2,13,1,13
Aeroport P4 Longue Duree,3427,0,100.0,13,1,13
Aeroport P2 Flexi,3377,0,100.0,13,1,13
Aeroport P1 Proxi,375,0,100.0,13,1,13
Pessac Centre,400,249,37.75,13,1,13
Parc Relais Bougnard,168,168,0.0,13,1,13
Parc Relais Unitec,218,0,100.0,13,1,13
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,13
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,13
Talence 7e Art,321,0,100.0,13,1,13
Parc Relais Cap Metiers,146,132,9.59,13,1,13
Ars - Belcier,225,133,40.89,13,1,13
Bordeaux Bastide,158,0,100.0,13,1,13
Parc Relais Les Pins,220,199,9.55,13,1,13
Parc Relais Villenave Pyrenees,399,161,59.65,13,1,13
Gare Blanquefort,151,0,100.0,13,1,13
Cite Mondiale,842,219,73.99,13,1,13
Gare Saint Jean,267,11,95.88,13,1,13
Porte De Bordeaux,344,90,73.84,13,1,13
Megarama,526,0,100.0,13,1,13
Allees De Chartres,415,47,88.67,13,1,13
Parc Relais Stalingrad,120,0,100.0,13,1,13
Parc Relais Galin,279,0,100.0,13,1,13
Bergonie,69,42,39.13,13,1,13
Beaujon,92,16,82.61,13,1,13
Paludate - Saint Jean,566,129,77.21,13,1,13
Parc Relais Les Aubiers,234,232,0.85,13,1,13
Croix De Seguey,51,0,100.0,13,1,13
Lhote,111,0,100.0,13,1,13
Alsace Lorraine,122,0,100.0,13,1,13
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,13
Les Bassins,274,129,52.92,13,1,13
Pey Berland - Saint Christoly,399,91,77.19,13,1,13
Bassins A Flots,250,133,46.8,13,1,13
Brienne,300,170,43.33,13,1,13
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,13
Merignac Centre,285,204,28.42,13,1,13
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,13
Amedee St Germain,639,252,60.56,13,1,13
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,13
Parking Brazza Yespark,444,0,100.0,13,1,13
Belvedere,400,348,13.0,13,1,13
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,13
Saint Jean Armagnac,496,0,100.0,13,1,13
Amplitude,396,146,63.13,13,1,13
Parc Relais Brandenburg,211,0,100.0,13,1,15
Bord'Eau Village,540,254,52.96,13,1,15
Clemenceau,379,211,44.33,13,1,15
Meunier - Saint Jean,323,116,64.09,13,1,15
Bonnac,163,0,100.0,13,1,15
Bastide Niel,248,0,100.0,13,1,15
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,15
Grand Parc,341,127,62.76,13,1,15
Parc Relais Quarante Journaux,200,185,7.5,13,1,15
Gare Parempuyre,151,0,100.0,13,1,15
Parc Relais Cantinolle,620,533,14.03,13,1,15
Parc Relais De L'Hippodrome,250,59,76.4,13,1,15
Centre Commercant Ginko,930,802,13.76,13,1,15
Parc Relais La Gardette Nord,242,67,72.31,13,1,15
Parc Relais Gare De Begles,193,193,0.0,13,1,15
Begles Les Secheries,300,294,2.0,13,1,15
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,15
Victor Hugo,634,254,59.94,13,1,15
Victoire,466,242,48.07,13,1,15
Tourny,950,214,77.47,13,1,15
Front Du Medoc,70,70,0.0,13,1,15
Centre Commercial Meriadeck,1230,757,38.46,13,1,15
Huit Mai 45,399,104,73.93,13,1,15
Gambetta,438,48,89.04,13,1,15
Capucins,270,0,100.0,13,1,15
Camille Jullian,338,196,42.01,13,1,15
Republique,361,111,69.25,13,1,15
Grands Hommes,415,156,62.41,13,1,15
Bourse - Jaures,1300,774,40.46,13,1,15
Salinieres,400,98,75.5,13,1,15
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,15
Leroy,137,0,100.0,13,1,15
Rue De Begles,63,0,100.0,13,1,15
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,15
Parc Relais Ravezies Le Bouscat,366,49,86.61,13,1,15
Liberation,137,35,74.45,13,1,15
Laharpe,80,11,86.25,13,1,15
Parc Relais Gare De Bruges ,57,47,17.54,13,1,15
Parc Relais Floirac Dravemont,52,52,0.0,13,1,15
Floirac Arena,962,948,1.46,13,1,15
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,15
Parc Relais La Gardette Sud,151,107,29.14,13,1,15
Parc Relais Lauriers,149,67,55.03,13,1,15
Parc Relais Buttiniere,600,0,100.0,13,1,15
Aeroport P0 Confort,341,0,100.0,13,1,15
Aeroport Pr Express,108,0,100.0,13,1,15
Parc Relais Arlac,393,385,2.04,13,1,15
Parc Relais Quatre Chemins,396,217,45.2,13,1,15
Aeroport P4 Longue Duree,3427,0,100.0,13,1,15
Aeroport P2 Flexi,3377,0,100.0,13,1,15
Aeroport P1 Proxi,375,0,100.0,13,1,15
Pessac Centre,400,251,37.25,13,1,15
Parc Relais Bougnard,168,168,0.0,13,1,15
Parc Relais Unitec,218,0,100.0,13,1,15
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,15
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,15
Talence 7e Art,321,0,100.0,13,1,15
Parc Relais Cap Metiers,146,132,9.59,13,1,15
Ars - Belcier,225,132,41.33,13,1,15
Bordeaux Bastide,158,0,100.0,13,1,15
Parc Relais Les Pins,220,198,10.0,13,1,15
Parc Relais Villenave Pyrenees,399,161,59.65,13,1,15
Gare Blanquefort,151,0,100.0,13,1,15
Cite Mondiale,842,219,73.99,13,1,15
Gare Saint Jean,267,11,95.88,13,1,15
Porte De Bordeaux,344,90,73.84,13,1,15
Megarama,526,0,100.0,13,1,15
Allees De Chartres,415,48,88.43,13,1,15
Parc Relais Stalingrad,120,0,100.0,13,1,15
Parc Relais Galin,279,0,100.0,13,1,15
Bergonie,69,43,37.68,13,1,15
Beaujon,92,14,84.78,13,1,15
Paludate - Saint Jean,566,131,76.86,13,1,15
Parc Relais Les Aubiers,234,232,0.85,13,1,15
Croix De Seguey,51,0,100.0,13,1,15
Lhote,111,0,100.0,13,1,15
Alsace Lorraine,122,0,100.0,13,1,15
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,15
Les Bassins,274,129,52.92,13,1,15
Pey Berland - Saint Christoly,399,91,77.19,13,1,15
Bassins A Flots,250,136,45.6,13,1,15
Brienne,300,170,43.33,13,1,15
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,15
Merignac Centre,285,204,28.42,13,1,15
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,15
Amedee St Germain,639,251,60.72,13,1,15
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,15
Parking Brazza Yespark,444,0,100.0,13,1,15
Belvedere,400,348,13.0,13,1,15
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,15
Saint Jean Armagnac,496,0,100.0,13,1,15
Amplitude,396,145,63.38,13,1,15
Parc Relais Brandenburg,211,0,100.0,13,1,17
Bord'Eau Village,540,254,52.96,13,1,17
Clemenceau,379,211,44.33,13,1,17
Meunier - Saint Jean,323,118,63.47,13,1,17
Bonnac,163,0,100.0,13,1,17
Bastide Niel,248,0,100.0,13,1,17
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,17
Grand Parc,341,124,63.64,13,1,17
Parc Relais Quarante Journaux,200,184,8.0,13,1,17
Gare Parempuyre,151,0,100.0,13,1,17
Parc Relais Cantinolle,620,533,14.03,13,1,17
Parc Relais De L'Hippodrome,250,59,76.4,13,1,17
Centre Commercant Ginko,930,803,13.66,13,1,17
Parc Relais La Gardette Nord,242,66,72.73,13,1,17
Parc Relais Gare De Begles,193,193,0.0,13,1,17
Begles Les Secheries,400,236,41.0,13,1,17
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,17
Victor Hugo,634,255,59.78,13,1,17
Victoire,466,241,48.28,13,1,17
Tourny,950,212,77.68,13,1,17
Front Du Medoc,70,70,0.0,13,1,17
Centre Commercial Meriadeck,1230,753,38.78,13,1,17
Huit Mai 45,399,102,74.44,13,1,17
Gambetta,438,50,88.58,13,1,17
Capucins,270,0,100.0,13,1,17
Camille Jullian,338,197,41.72,13,1,17
Republique,361,111,69.25,13,1,17
Grands Hommes,415,154,62.89,13,1,17
Bourse - Jaures,1300,767,41.0,13,1,17
Salinieres,400,98,75.5,13,1,17
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,17
Leroy,137,0,100.0,13,1,17
Rue De Begles,63,0,100.0,13,1,17
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,17
Parc Relais Ravezies Le Bouscat,366,47,87.16,13,1,17
Liberation,137,35,74.45,13,1,17
Laharpe,80,10,87.5,13,1,17
Parc Relais Gare De Bruges ,57,47,17.54,13,1,17
Parc Relais Floirac Dravemont,52,52,0.0,13,1,17
Floirac Arena,962,948,1.46,13,1,17
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,17
Parc Relais La Gardette Sud,151,107,29.14,13,1,17
Parc Relais Lauriers,149,67,55.03,13,1,17
Parc Relais Buttiniere,600,0,100.0,13,1,17
Aeroport P0 Confort,341,0,100.0,13,1,17
Aeroport Pr Express,108,0,100.0,13,1,17
Parc Relais Arlac,393,385,2.04,13,1,17
Parc Relais Quatre Chemins,396,217,45.2,13,1,17
Aeroport P4 Longue Duree,3427,0,100.0,13,1,17
Aeroport P2 Flexi,3377,0,100.0,13,1,17
Aeroport P1 Proxi,375,0,100.0,13,1,17
Pessac Centre,400,253,36.75,13,1,17
Parc Relais Bougnard,168,168,0.0,13,1,17
Parc Relais Unitec,218,0,100.0,13,1,17
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,17
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,17
Talence 7e Art,321,0,100.0,13,1,17
Parc Relais Cap Metiers,146,132,9.59,13,1,17
Ars - Belcier,225,132,41.33,13,1,17
Bordeaux Bastide,158,0,100.0,13,1,17
Parc Relais Les Pins,220,197,10.45,13,1,17
Parc Relais Villenave Pyrenees,399,160,59.9,13,1,17
Gare Blanquefort,151,0,100.0,13,1,17
Cite Mondiale,842,218,74.11,13,1,17
Gare Saint Jean,267,11,95.88,13,1,17
Porte De Bordeaux,344,89,74.13,13,1,17
Megarama,526,0,100.0,13,1,17
Allees De Chartres,415,48,88.43,13,1,17
Parc Relais Stalingrad,120,0,100.0,13,1,17
Parc Relais Galin,279,0,100.0,13,1,17
Bergonie,69,42,39.13,13,1,17
Beaujon,92,13,85.87,13,1,17
Paludate - Saint Jean,566,133,76.5,13,1,17
Parc Relais Les Aubiers,234,232,0.85,13,1,17
Croix De Seguey,51,0,100.0,13,1,17
Lhote,111,0,100.0,13,1,17
Alsace Lorraine,122,0,100.0,13,1,17
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,17
Les Bassins,274,131,52.19,13,1,17
Pey Berland - Saint Christoly,399,88,77.94,13,1,17
Bassins A Flots,250,136,45.6,13,1,17
Brienne,300,170,43.33,13,1,17
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,17
Merignac Centre,285,204,28.42,13,1,17
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,17
Amedee St Germain,639,251,60.72,13,1,17
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,17
Parking Brazza Yespark,444,0,100.0,13,1,17
Belvedere,400,348,13.0,13,1,17
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,17
Saint Jean Armagnac,496,0,100.0,13,1,17
Amplitude,396,145,63.38,13,1,17
Parc Relais Brandenburg,211,0,100.0,13,1,19
Bord'Eau Village,540,253,53.15,13,1,19
Clemenceau,379,211,44.33,13,1,19
Meunier - Saint Jean,323,118,63.47,13,1,19
Bonnac,163,0,100.0,13,1,19
Bastide Niel,248,0,100.0,13,1,19
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,19
Grand Parc,341,125,63.34,13,1,19
Parc Relais Quarante Journaux,200,184,8.0,13,1,19
Gare Parempuyre,151,0,100.0,13,1,19
Parc Relais Cantinolle,620,532,14.19,13,1,19
Parc Relais De L'Hippodrome,250,59,76.4,13,1,19
Centre Commercant Ginko,930,804,13.55,13,1,19
Parc Relais La Gardette Nord,242,66,72.73,13,1,19
Parc Relais Gare De Begles,193,193,0.0,13,1,19
Begles Les Secheries,400,237,40.75,13,1,19
Parc Relais Gare De Blanquefort,206,3,98.54,13,1,19
Victor Hugo,634,253,60.09,13,1,19
Victoire,466,241,48.28,13,1,19
Tourny,950,212,77.68,13,1,19
Front Du Medoc,70,70,0.0,13,1,19
Centre Commercial Meriadeck,1230,754,38.7,13,1,19
Huit Mai 45,399,102,74.44,13,1,19
Gambetta,438,51,88.36,13,1,19
Capucins,270,0,100.0,13,1,19
Camille Jullian,338,198,41.42,13,1,19
Republique,361,111,69.25,13,1,19
Grands Hommes,415,155,62.65,13,1,19
Bourse - Jaures,1300,766,41.08,13,1,19
Salinieres,400,99,75.25,13,1,19
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,19
Leroy,137,0,100.0,13,1,19
Rue De Begles,63,0,100.0,13,1,19
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,19
Parc Relais Ravezies Le Bouscat,366,46,87.43,13,1,19
Liberation,137,34,75.18,13,1,19
Laharpe,80,10,87.5,13,1,19
Parc Relais Gare De Bruges ,57,47,17.54,13,1,19
Parc Relais Floirac Dravemont,52,52,0.0,13,1,19
Floirac Arena,962,948,1.46,13,1,19
Parc Relais Le Haillan Rostand,204,136,33.33,13,1,19
Parc Relais La Gardette Sud,151,107,29.14,13,1,19
Parc Relais Lauriers,149,67,55.03,13,1,19
Parc Relais Buttiniere,600,0,100.0,13,1,19
Aeroport P0 Confort,341,0,100.0,13,1,19
Aeroport Pr Express,108,0,100.0,13,1,19
Parc Relais Arlac,393,385,2.04,13,1,19
Parc Relais Quatre Chemins,396,216,45.45,13,1,19
Aeroport P4 Longue Duree,3427,0,100.0,13,1,19
Aeroport P2 Flexi,3377,0,100.0,13,1,19
Aeroport P1 Proxi,375,0,100.0,13,1,19
Pessac Centre,400,253,36.75,13,1,19
Parc Relais Bougnard,168,168,0.0,13,1,19
Parc Relais Unitec,218,0,100.0,13,1,19
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,19
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,19
Talence 7e Art,321,0,100.0,13,1,19
Parc Relais Cap Metiers,146,132,9.59,13,1,19
Ars - Belcier,225,132,41.33,13,1,19
Bordeaux Bastide,158,0,100.0,13,1,19
Parc Relais Les Pins,220,197,10.45,13,1,19
Parc Relais Villenave Pyrenees,399,160,59.9,13,1,19
Gare Blanquefort,151,0,100.0,13,1,19
Cite Mondiale,842,218,74.11,13,1,19
Gare Saint Jean,267,10,96.25,13,1,19
Porte De Bordeaux,344,89,74.13,13,1,19
Megarama,526,0,100.0,13,1,19
Allees De Chartres,415,46,88.92,13,1,19
Parc Relais Stalingrad,120,0,100.0,13,1,19
Parc Relais Galin,279,0,100.0,13,1,19
Bergonie,69,43,37.68,13,1,19
Beaujon,92,13,85.87,13,1,19
Paludate - Saint Jean,566,133,76.5,13,1,19
Parc Relais Les Aubiers,234,232,0.85,13,1,19
Croix De Seguey,51,0,100.0,13,1,19
Lhote,111,0,100.0,13,1,19
Alsace Lorraine,122,0,100.0,13,1,19
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,19
Les Bassins,274,132,51.82,13,1,19
Pey Berland - Saint Christoly,399,87,78.2,13,1,19
Bassins A Flots,250,137,45.2,13,1,19
Brienne,300,170,43.33,13,1,19
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,19
Merignac Centre,285,204,28.42,13,1,19
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,19
Amedee St Germain,639,251,60.72,13,1,19
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,19
Parking Brazza Yespark,444,0,100.0,13,1,19
Belvedere,400,348,13.0,13,1,19
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,19
Saint Jean Armagnac,496,0,100.0,13,1,19
Amplitude,396,145,63.38,13,1,19
Parc Relais Brandenburg,211,0,100.0,13,1,21
Bord'Eau Village,540,253,53.15,13,1,21
Clemenceau,379,211,44.33,13,1,21
Meunier - Saint Jean,323,118,63.47,13,1,21
Bonnac,163,0,100.0,13,1,21
Bastide Niel,248,0,100.0,13,1,21
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,21
Grand Parc,341,127,62.76,13,1,21
Parc Relais Quarante Journaux,200,184,8.0,13,1,21
Gare Parempuyre,151,0,100.0,13,1,21
Parc Relais Cantinolle,620,532,14.19,13,1,21
Parc Relais De L'Hippodrome,250,59,76.4,13,1,21
Centre Commercant Ginko,930,807,13.23,13,1,21
Parc Relais La Gardette Nord,242,67,72.31,13,1,21
Parc Relais Gare De Begles,193,193,0.0,13,1,21
Begles Les Secheries,400,294,26.5,13,1,21
Parc Relais Gare De Blanquefort,206,4,98.06,13,1,21
Victor Hugo,634,252,60.25,13,1,21
Victoire,466,241,48.28,13,1,21
Tourny,950,208,78.11,13,1,21
Front Du Medoc,70,70,0.0,13,1,21
Centre Commercial Meriadeck,1230,756,38.54,13,1,21
Huit Mai 45,399,100,74.94,13,1,21
Gambetta,438,52,88.13,13,1,21
Capucins,270,0,100.0,13,1,21
Camille Jullian,338,198,41.42,13,1,21
Republique,361,111,69.25,13,1,21
Grands Hommes,415,154,62.89,13,1,21
Bourse - Jaures,1300,766,41.08,13,1,21
Salinieres,400,99,75.25,13,1,21
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,21
Leroy,137,0,100.0,13,1,21
Rue De Begles,63,0,100.0,13,1,21
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,21
Parc Relais Ravezies Le Bouscat,366,47,87.16,13,1,21
Liberation,137,34,75.18,13,1,21
Laharpe,80,10,87.5,13,1,21
Parc Relais Gare De Bruges ,57,47,17.54,13,1,21
Parc Relais Floirac Dravemont,52,52,0.0,13,1,21
Floirac Arena,962,948,1.46,13,1,21
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,21
Parc Relais La Gardette Sud,151,107,29.14,13,1,21
Parc Relais Lauriers,149,67,55.03,13,1,21
Parc Relais Buttiniere,600,0,100.0,13,1,21
Aeroport P0 Confort,341,0,100.0,13,1,21
Aeroport Pr Express,108,0,100.0,13,1,21
Parc Relais Arlac,393,385,2.04,13,1,21
Parc Relais Quatre Chemins,396,216,45.45,13,1,21
Aeroport P4 Longue Duree,3427,0,100.0,13,1,21
Aeroport P2 Flexi,3377,0,100.0,13,1,21
Aeroport P1 Proxi,375,0,100.0,13,1,21
Pessac Centre,400,255,36.25,13,1,21
Parc Relais Bougnard,168,168,0.0,13,1,21
Parc Relais Unitec,218,0,100.0,13,1,21
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,21
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,21
Talence 7e Art,321,0,100.0,13,1,21
Parc Relais Cap Metiers,146,132,9.59,13,1,21
Ars - Belcier,225,132,41.33,13,1,21
Bordeaux Bastide,158,0,100.0,13,1,21
Parc Relais Les Pins,220,197,10.45,13,1,21
Parc Relais Villenave Pyrenees,399,160,59.9,13,1,21
Gare Blanquefort,151,0,100.0,13,1,21
Cite Mondiale,842,218,74.11,13,1,21
Gare Saint Jean,267,10,96.25,13,1,21
Porte De Bordeaux,344,89,74.13,13,1,21
Megarama,526,0,100.0,13,1,21
Allees De Chartres,415,46,88.92,13,1,21
Parc Relais Stalingrad,120,0,100.0,13,1,21
Parc Relais Galin,279,0,100.0,13,1,21
Bergonie,69,44,36.23,13,1,21
Beaujon,92,13,85.87,13,1,21
Paludate - Saint Jean,566,130,77.03,13,1,21
Parc Relais Les Aubiers,234,232,0.85,13,1,21
Croix De Seguey,51,0,100.0,13,1,21
Lhote,111,0,100.0,13,1,21
Alsace Lorraine,122,0,100.0,13,1,21
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,21
Les Bassins,274,133,51.46,13,1,21
Pey Berland - Saint Christoly,399,91,77.19,13,1,21
Bassins A Flots,250,137,45.2,13,1,21
Brienne,300,170,43.33,13,1,21
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,21
Merignac Centre,285,204,28.42,13,1,21
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,21
Amedee St Germain,639,250,60.88,13,1,21
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,21
Parking Brazza Yespark,444,0,100.0,13,1,21
Belvedere,400,348,13.0,13,1,21
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,21
Saint Jean Armagnac,496,0,100.0,13,1,21
Amplitude,396,145,63.38,13,1,21
